x,y,z
3.003,794.118,-541.526
10.409,864.557,-477.338
72.203,9.0335,-470.608
87.787,875.564,-501.057
61.675,848.495,-503.928
7.298,848.256,-475.185
22.373,882.742,-41.671
54.467,911.277,-384.138
29.551,899.761,-419.342
-9.242,895.454,-445.693
-11.396,892.583,-427.268
1.525,901.436,-375.763
20.219,917.976,-327.847
-867,924.916,-337.896
-20.249,931.616,-375.284
-30.568,937.388,-375.524
-11.157,923.001,-361.376
2.722,9.1008,-342.233
-3.739,918.694,-307.238
-2.001,950.309,-275.145
-2.001,951.985,-264.377
-15.224,936.401,-260.309
-8.285,940.738,-254.297
-18.574,952.942,-265.095
-19.053,955.334,-273.709
-1.331,954.377,-268.445
-389,952.942,-250.229
13.041,952.702,-219.811
-5.653,970.678,-192.024
-25.065,976.421,-19.346
-19.292,964.457,-206.411
-326,961.077,-201.595
-867,966.371,-188.196
-14.746,975.225,-162.323
-4.457,973.071,-127.837
12.084,972.114,-99.571
14.955,977.618,-74.656
6.341,982.643,-50.937
23.569,969.003,-44.925
38.674,974.028,-40.857
31.496,980.728,-29.372
41.785,980.968,-5.174
3.987,979.532,41.306
19.262,974.986,76.511
23.091,965.414,73.878
61.914,966.132,99.512
66.221,974.268,141.685
54.227,975.464,1.7665
45.374,966.132,176.889
45.613,952.702,174.018
4.992,9.4361,181.196
5.662,945.285,199.412
0.6,949.352,227.199
53.509,954.617,257.617
40.588,957.249,282.772
40.828,940.738,292.104
54.467,9.3018,292.582
4.011,929.941,275.833
3.652,913.909,257.139
59.761,895.933,2.8349
79.382,887.079,328.026
85.872,874.128,372.832
75.075,858.096,413.569
76.989,847.538,480.868
734,837.249,627.727
35.563,819.273,630.359
51.117,822.383,578.136
75.793,822.862,560.399
92.572,807.787,550.349
118.684,781.915,548.435
127.059,765.374,548.435
112.702,773.988,545.324
94.726,783.111,561.835
85.155,778.804,638.495
74.118,773.988,689.522
76.032,760.828,680.668
90.658,753.649,672.742
93.529,743.809,662.453
97.119,734.238,650.489
97.837,726.581,650.728
103.819,710.758,663.889
109.322,690.389,668.196
95.444,677.468,663.889
87.547,681.536,672.981
94.965,687.278,708.455
92.333,678.664,7.5682
97.358,662.603,775.035
107.886,642.234,7.6355
110.788,624.048,760.918
109.561,615.913,772.164
100.947,620.937,7.6666
90.419,621.895,753.709
93.529,618.305,755.384
109.083,599.611,759.721
130.409,5.802,759.721
122.034,581.875,7.7695
88.983,587.139,795.404
71.486,584.267,808.565
80.339,565.364,814.577
89.462,552.413,814.816
96.879,546.192,814.098
98.076,539.013,808.086
97.358,528.933,791.097
105.254,527.498,793.968
114.616,529.173,8.1362
125.623,519.362,825.105
115.813,5.0665,830.609
101.665,498.275,841.406
99.512,484.876,853.849
105.015,475.514,863.899
106.929,472.403,8.6342
102.622,462.114,860.788
100.229,453.231,872.782
97.837,444.138,885.225
94.008,439.352,884.268
90.897,432.652,881.635
9.018,424.008,870.389
85.633,419.462,871.346
84.437,415.633,894.347
8.683,401.994,909.422
90.897,3.9,889.771
102.144,378.754,883.071
98.554,3.7995,902.722
81.057,384.257,920.938
75.553,380.429,922.613
89.462,364.846,905.115
9.999,355.514,903.919
1.0334,354.796,9.1349
94.247,3.5671,910.379
94.487,352.642,902.244
100.947,345.434,907.986
102.622,338.255,913.011
9.664,334.188,913.251
93.769,332.752,922.373
101.665,322.702,920.938
113.181,309.751,916.361
113.659,301.137,9.2692
100.469,303.051,946.092
96.162,3.0353,942.473
107.886,298.744,928.595
111.027,291.296,920.698
109.801,285.553,921.655
100.947,2.834,9.2357
100.708,272.632,919.981
1.0669,263.031,925.005
110.548,258.724,935.055
107.886,260.399,9.4681
103.579,255.135,947.289
105.254,238.834,939.362
1.1342,227.827,941.755
109.083,229.023,955.185
102.383,229.262,955.185
115.813,217.298,944.148
120.838,207.936,944.387
113.898,208.176,949.681
107.886,2.0339,948.485
1.1342,193.579,948.964
120.359,187.837,958.056
1.1988,181.107,958.535
114.616,178.235,955.424
120.359,171.535,951.356
120.359,161.246,951.596
118.923,159.302,9.6021
120.359,1.5332,969.303
117.009,149.492,9.7026
117.727,144.227,9.6332
125.623,131.994,955.185
133.759,129.362,960.928
129.212,131.755,976.272
120.598,129.601,973.639
122.273,121.705,968.106
124.905,117.159,959.253
122.513,115.962,950.878
118.445,115.244,959.013
116.291,114.526,962.124
120.598,105.882,955.424
128.973,932,953.988
132.323,89.611,975.554
125.623,89.611,984.168
120.838,8.985,9.7026
122.034,84.108,958.296
125.623,80.518,961.406
124.666,77.856,964.278
1.2012,7.331,959.492
122.273,68.046,958.535
122.513,65.414,9.6667
123.709,58.475,967.867
123.948,55.125,965.713
1.2012,48.634,965.953
126.102,38.584,972.922
1.2993,31.167,984.168
1.2323,29.731,982.254
1.1677,31.406,970.977
112.941,30.688,959.731
1.1653,26.112,958.056
121.555,20.608,965.953
118.205,2.013,969.063
117.966,13.669,963.081
121.077,2.183,9.6667
123.948,-2.393,979.382
1.2323,-5.743,985.125
118.684,-7.657,977.947
118.205,-8.375,965.953
117.727,-134,957.817
117.009,-17.468,958.056
115.334,-18.664,959.492
116.291,-22.014,964.756
117.248,-28.026,964.756
117.966,-3.664,969.781
114.855,-43.579,976.511
118.923,-48.126,978.425
124.427,-53.151,981.057
121.316,-55.095,976.989
117.009,-56.291,970.499
118.205,-5.677,969.542
119.402,-57.009,966.192
122.752,-58.923,977.468
117.009,-6.347,9.801
112.463,-65.145,968.824
115.334,-62.752,962.842
112.941,-5.988,966.431
116.052,-60.838,964.517
116.052,-63.709,9.6691
117.727,-64.905,9.7026
120.359,-67.298,980.339
112.941,-65.384,981.536
110.548,-64.187,978.664
118.923,-62.273,978.425
117.248,-60.359,975.554
108.126,-58.923,991.346
1.1004,-5.988,1.006.451
117.966,-59.163,9.9685
117.488,-48.126,988.475
1.1988,-30.897,968.824
116.052,-15.793,9.7026
117.009,-3.589,987.039
116.291,-1.436,986.321
114.377,5.533,979.861
105.494,20.608,981.775
106.451,35.713,994.457
117.966,42.413,974.118
1.2323,52.702,975.075
116.052,78.574,1.010.519
108.604,101.336,1.007.169
111.506,107.109,983.211
117.248,117.159,961.885
111.266,146.142,9.734
105.254,173.689,991.586
104.536,195.015,968.585
97.358,217.298,939.362
88.265,241.735,938.166
88.744,262.074,943.909
91.137,276.939,924.048
80.818,307.597,913.251
74.118,338.495,915.883
75.075,349.053,906.551
74.118,359.342,878.046
74.357,378.993,865.843
76.511,397.657,860.788
68.853,414.915,864.646
64.307,429.781,867.518
63.589,4.4342,870.868
5.662,454.188,865.364
63.111,458.525,844.517
70.528,4.7336,826.541
69.332,495.643,832.283
62.154,513.141,844.995
58.564,524.866,839.013
60.479,532.523,825.105
65.504,536.381,807.368
65.025,549.063,8.0689
73.161,579.482,799.951
734,596.979,791.815
64.307,598.176,789.183
63.829,608.465,778.385
65.743,6.1663,762.353
62.393,627.159,743.181
58.325,645.374,734.088
50.877,658.295,733.849
4.681,670.289,731.695
43.938,682.014,705.105
30.538,699.033,680.908
2.333,709.562,679.711
2.668,717.219,664.846
35.324,727.059,642.323
39.631,731.366,633.948
41.545,735.195,625.095
42.742,743.809,604.965
54.467,756.042,592.971
54.945,765.853,592.253
48.485,772.313,6.1334
48.485,772.074,621.715
48.006,775.185,618.844
53.988,774.706,605.683
5.662,782.393,5.9345
55.663,785.265,5.8005
56.142,783.829,566.142
53.031,787.657,557.767
51.835,798.904,558.246
48.006,813.051,562.553
4.346,819.751,558.006
3.987,825.015,555.135
35.324,825.733,552.024
3.676,823.819,542.662
48.245,827.169,5.2687
52.074,828.126,505.065
54.467,834.138,500.758
52.313,837.009,495.733
48.963,8.4012,486.132
53.031,8.4682,478.236
67.418,8.5017,475.843
71.486,853.759,478.714
7.005,855.195,4.8661
801,861.685,487.568
89.701,857.857,480.628
1.0334,847.538,475.125
100.708,845.863,470.818
97.119,8.5666,479.193
1.1677,866.471,471.296
128.255,863.839,4.4327
129.691,865.035,441.835
141.206,871.017,451.167
156.521,8.703,431.516
175.214,869.342,4.1333
187.418,867.907,408.036
188.854,870.539,415.723
187.657,874.846,416.441
209.701,8.703,412.134
222.174,867.667,438.245
211.615,855.673,473.689
218.824,853.041,489.003
243.948,844.666,474.407
275.833,830.788,445.902
297.129,836.531,432.951
300.748,845.863,431.516
307.926,825.494,415.005
310.558,815.205,414.527
303.141,8.2693,430.798
319.651,8.3007,432.233
332.124,825.733,434.387
332.124,825.494,447.099
356.321,810.419,4.5021
377.378,791.964,454.517
405.673,7.7689,465.314
415.005,755.803,470.578
409.741,746.202,4.7345
427.448,742.373,4.634
450.927,741.895,442.792
445.185,749.073,454.756
435.135,743.091,461.934
4.4327,7.3663,447.338
4.5356,747.159,446.142
448.535,752.932,453.799
461.246,740.938,458.106
477.039,737.109,478.714
467.707,732.563,495.972
479.671,714.587,480.389
498.365,7.0334,463.161
496.212,708.365,472.971
503.629,710.758,478.236
536.202,7.2023,467.946
551.067,689.193,472.014
520.648,691.107,492.862
5.0339,691.346,489.243
518.495,710.758,474.646
524.238,708.605,474.646
522.563,691.586,473.689
520.648,687.518,464.596
520.409,679.621,445.663
528.545,680.579,441.117
541.017,681.057,444.467
5.4341,688.475,461.934
543.649,6.7675,470.818
5.7335,668.106,4.701
583.639,660.449,466.511
577.179,651.835,463.639
587.707,649.921,454.277
605.205,642.234,447.099
611.665,637.448,4.4686
615.972,628.355,447.338
604.965,636.252,449.731
604.965,631.944,431.037
619.113,624.527,418.116
628.206,619.502,420.748
629.402,603.919,433.191
634.188,600.569,440.878
642.323,600.329,451.406
649.771,595.065,468.425
649.771,581.875,473.689
661.017,573.739,452.124
678.036,562.493,431.037
675.883,567.757,4.4351
676.361,562.971,453.799
682.822,570.389,454.995
685.933,575.175,452.124
696.222,568.475,452.842
691.915,556.002,462.174
694.547,551.456,442.074
709.651,549.063,433.908
719.223,5.4021,459.063
715.873,541.645,472.971
708.455,549.063,454.995
713.241,548.824,439.203
705.584,554.567,4.5667
696.461,555.524,466.271
685.454,562.732,466.511
667.717,570.868,4.4351
652.403,579.482,434.148
644.477,582.592,439.442
648.814,580.439,447.577
6.4017,578.525,455.235
625.095,5.9004,458.584
618.365,608.226,482.303
617.169,608.943,497.408
620.549,587.857,488.764
621.984,571.346,468.664
626.291,583.789,469.143
608.555,6.2333,509.133
575.025,646.571,541.227
564.228,641.994,514.158
569.761,631.227,470.818
575.743,624.287,4.768
537.398,651.117,553.938
4.9669,662.603,588.425
4.8999,660.449,544.367
495.254,674.118,488.046
489.272,682.732,481.825
471.057,696.162,509.851
449.013,697.119,542.184
435.374,691.346,562.553
438.245,677.229,550.349
425.055,691.346,546.999
404.208,718.894,558.963
392.243,725.145,558.963
391.526,727.298,536.919
385.304,737.827,5.2017
3.7331,742.613,5.2687
358.953,742.373,548.196
350.549,760.828,553.699
340.259,771.596,545.085
334.038,772.313,5.2328
335.952,7.7351,512.004
333.081,769.203,507.697
328.535,771.596,503.151
309.123,782.632,527.109
289.232,790.289,5.3668
287.079,792.204,517.298
283.968,792.922,492.622
265.035,798.186,490.947
242.513,816.401,506.501
237.248,819.751,512.004
230.788,819.273,516.072
217.358,823.819,517.538
198.455,832.463,518.255
182.154,838.445,514.636
167.557,837.967,508.415
142.642,847.299,498.844
117.966,859.532,476.561
102.622,861.685,441.117
87.069,875.324,427.926
69.811,8.8684,427.687
55.902,8.8011,412.134
42.981,885.404,395.115
25.962,893.779,385.065
4.905,9.0359,378.096
-7.567,9.1008,382.164
-17.617,905.504,386.261
-24.347,898.086,371.396
-39.182,9.0359,352.702
-4.684,897.129,339.781
-54.766,901.436,338.345
-7.008,911.994,347.916
-87.817,917.259,355.334
-98.106,925.873,358.714
-105.075,931.616,348.395
-111.535,930.898,338.584
-10.986,924.198,345.524
-102.174,910.319,368.764
-106.511,901.915,384.108
-10.986,900.479,376.899
-11.656,904.307,362.543
-130.199,9.0359,353.181
-143.629,902.393,330.449
-152.004,908.375,317.258
-167.587,915.584,326.112
-184.367,913.909,333.081
-194.417,907.418,3.4002
-187.238,899.283,3.4002
-186.521,893.061,328.026
-193.699,899.761,321.565
-189.631,909.332,341.456
-192.981,905.982,3.4672
-196.092,902.872,338.106
-20.016,906.222,341.934
-209.013,905.025,349.352
-217.657,900.479,345.524
-219.093,8.9689,337.388
-219.811,893.061,3.2683
-230.818,891.865,319.173
-241.137,895.215,312.233
-243.051,8.9689,322.283
-245.444,894.258,329.013
-252.383,894.975,330.688
-258.604,890.429,328.026
-263.869,882.742,324.676
-267.488,885.404,323.719
-266.291,892.583,341.934
-264.377,8.9354,351.266
-263.151,885.883,335.234
-258.365,882.981,3.1989
-260.997,889.472,323.719
-267.727,887.079,3.3332
-282.562,885.643,330.449
-290.219,888.036,329.252
-297.667,882.024,324.437
-307.717,878.196,313.908
-311.546,878.914,306.251
-309.631,8.8011,310.798
-315.613,879.153,317.498
-317.528,874.607,3.2324
-310.828,871.257,320.608
-314.895,874.607,317.498
-329.282,8.7676,311.994
-336.939,877.478,312.712
-320.907,868.864,316.062
-324.497,867.189,312.473
-342.443,864.557,296.172
-350.848,8.6695,281.815
-349.412,864.078,2.799
-35.324,859.293,285.643
-368.794,858.814,282.772
-387.248,862.882,2.799
-394.427,863.121,298.804
-382.224,854.956,307.926
-382.702,849.452,301.914
-394.427,847.059,289.711
-393.948,845.623,287.079
-394.427,848.016,288.993
-401.635,848.016,2.9354
-404.746,841.795,2.933
-410.728,839.163,292.343
-418.385,833.181,305.773
-429.901,834.377,3.1008
-437.079,834.377,311.755
-4.433,824.058,298.564
-437.079,819.033,288.515
-4.366,821.665,2.8684
-43.995,825.255,290.907
-459.841,819.512,287.318
-476.112,815.444,276.072
-473.241,814.008,269.103
-47.348,811.137,274.128
-468.933,813.051,284.686
-471.326,811.376,282.533
-487.627,808.266,268.624
-492.892,804.676,257.139
-493.131,807.787,266.471
-494.327,802.254,271.735
-493.609,799.143,274.128
-495.045,793.879,2.7655
-504.856,796.989,277.747
-507.996,794.597,271.974
-507.039,793.879,268.146
-5.068,792.682,260.728
-504.616,790.529,247.059
-507.518,795.075,247.777
-517.089,799.861,2.4658
-520.439,796.989,236.291
-527.139,790.289,217.358
-534.108,782.632,208.744
-544.158,7.8024,224.088
-552.772,779.043,227.199
-563.091,778.565,214.726
-570.748,771.117,201.326
-574.577,763.939,207.547
-578.405,765.853,225.524
-569.552,772.792,238.445
-552.054,777.608,242.273
-549.661,779.283,238.923
-551.576,778.325,235.813
-548.226,773.031,223.609
-547.986,765.614,217.597
-547.268,765.853,222.891
-553.729,771.596,229.352
-555.883,781.675,235.095
-548.465,777.847,235.095
-553.011,774.467,242.034
-559.741,772.313,237.248
-554.686,770.638,230.309
-550.618,770.638,229.113
-560.937,767.288,227.677
-574.577,762.024,227.916
-573.859,759.153,221.934
-570.987,756.042,220.947
-576.491,757.957,217.358
-579.362,760.589,223.849
-573.619,765.614,235.095
-572.662,765.614,231.506
-571.227,760.589,225.763
-569.073,7.6011,220.229
-567.637,764.896,222.652
-567.398,765.853,232.223
-566.202,760.828,234.616
-56.357,758.435,230.309
-562.612,759.631,221.665
-571.705,765.614,231.506
-575.534,762.981,234.377
-570.509,762.024,235.095
-567.877,757.957,232.702
-567.637,760.828,2.3007
-569.312,764.417,2.3342
-569.791,7.6346,239.402
-569.312,761.306,240.598
-565.962,759.871,234.616
-56.668,760.589,236.291
-571.466,756.999,235.334
-571.227,754.367,231.506
-568.834,753.889,232.223
-582.473,748.116,237.009
-593.031,745.962,235.095
-594.706,742.852,231.027
-593.031,738.066,221.934
-602.124,738.066,224.566
-604.517,737.588,229.113
-598.774,738.066,230.548
-592.792,737.109,226.481
-59.686,7.3998,2.3342
-60.356,742.852,240.838
-599.492,742.613,242.513
-595.185,741.177,240.359
-597.099,737.588,237.966
-595.663,737.109,2.3677
-59.662,737.109,234.377
-601.885,736.152,236.531
-604.038,744.527,241.316
-604.038,753.649,250.439
-59.686,750.299,262.642
-584.866,733.041,262.164
-578.644,724.906,248.764
-588.485,726.102,225.524
-598.295,738.784,220.469
-601.406,747.398,2.5331
-598.056,735.673,2.7006
-588.485,725.384,249.721
-588.485,724.427,227.199
-601.167,745.484,240.359
-601.885,750.778,247.298
-594.945,7.3998,251.157
-591.596,732.323,251.396
-584.866,726.581,2.3677
-589.681,7.3663,237.966
-597.099,744.287,243.709
-590.878,743.091,249.721
-592.074,736.391,254.746
-59.351,7.3687,246.102
-588.246,733.759,233.659
-589.921,739.741,242.034
-591.835,7.3998,243.709
-591.117,740.938,239.402
-590.638,737.588,241.795
-591.835,738.784,248.764
-591.835,736.152,245.384
-597.578,737.348,243.709
-600.449,738.545,2.4682
-601.167,733.281,241.316
-60.021,730.648,237.966
-607.867,728.973,241.077
-610.499,729.931,237.009
-601.406,727.059,235.573
-60.667,728.016,242.991
-607.388,728.973,244.188
-605.713,730.888,2.3988
-605.952,727.538,235.813
-60.667,731.127,248.495
-604.517,732.563,247.777
-60.356,728.495,236.052
-605.235,728.734,237.248
-608.824,730.648,239.402
-602.124,734.238,2.3988
-599.253,732.084,239.641
-59.997,729.452,236.531
-601.406,7.3017,240.359
-604.277,727.777,238.684
-605.474,727.298,242.752
-606.192,731.845,2.4658
-603.081,729.452,237.009
-605.235,722.991,227.438
-610.738,724.666,242.034
-616.989,7.2347,242.034
-618.904,725.145,233.898
-619.143,724.188,232.941
-616.511,715.065,2.3007
-613.879,715.544,237.488
-615.793,724.427,2.4347
-614.118,728.016,246.341
-615.554,722.244,2.4012
-613.879,717.697,231.984
-613.879,719.372,231.506
-615.314,722.483,238.206
-617.946,722.244,247.298
-617.707,718.176,244.905
-615.075,718.415,234.616
-618.425,718.894,232.223
-618.425,719.851,241.316
-616.511,718.654,242.273
-618.664,718.654,237.966
-620.579,719.133,240.838
-623.928,713.869,237.488
-623.211,711.237,235.813
-621.057,7.1339,233.898
-624.407,715.304,236.291
-631.346,720.329,250.678
-625.843,718.415,245.623
-622.014,710.997,241.316
-623.928,711.237,238.206
-621.296,706.212,223.131
-605.235,708.126,225.045
-604.517,741.655,282.772
-612.204,758.674,302.423
-605.235,7.7016,2.9019
-577.687,777.608,269.581
-552.772,769.203,249.003
-54.009,761.785,2.3007
-519.243,767.528,233.898
-505.095,776.172,241.795
-500.549,788.615,241.795
-500.788,804.198,242.513
-498.634,808.983,243.709
-481.885,813.769,253.071
-44.689,825.015,262.403
-415.274,843.709,259.771
-407.378,860.728,2.5331
-415.753,861.685,250.678
-410.249,859.293,231.266
-381.027,877.478,197.019
-343.879,906.222,193.161
-308.913,911.037,207.547
-298.385,8.9354,229.113
-298.864,889.951,238.923
-265.334,897.129,221.426
-223.161,9.1008,214.965
-215.982,927.069,249.721
-231.775,951.267,288.275
-217.896,952.463,2.6671
-19.681,939.542,243.709
-17.333,9.3353,239.641
-159.212,932.812,240.359
-1.532,931.616,238.923
-142.911,935.923,254.507
-128.764,946.242,269.821
-106.271,948.874,268.385
-8.662,946.242,249.482
-63.858,945.285,237.966
-4.684,950.788,237.727
-50.189,961.556,245.384
-43.968,958.924,241.316
-29.611,952.463,229.113
-25.783,947.917,219.033
-26.501,957.488,217.119
-22.881,961.795,227.677
-11.157,9.635,244.905
1.286,963.231,2.4682
15.434,959.881,235.813
18.784,960.359,245.145
25.723,9.635,258.096
41.306,962.274,261.924
5.016,947.677,251.635
57.846,946.481,253.071
70.768,950.788,263.599
86.351,951.027,257.378
74.836,952.702,264.317
7.675,9.5677,272.213
103.579,951.745,252.832
119.402,941.935,251.157
110.279,943.849,277.986
117.488,942.413,285.165
136.391,935.444,257.617
145.992,934.248,253.549
147.906,931.376,273.649
151.735,936.162,294.736
1.5676,941.217,297.368
174.497,934.966,288.275
176.411,930.658,298.325
180.479,922.284,301.436
193.908,920.369,2.9665
205.394,919.891,294.257
215.444,915.584,297.129
220.499,918.934,301.914
230.788,913.669,301.914
238.923,902.872,304.816
2.4323,897.847,311.755
2.502,9.0335,315.344
254.746,901.436,315.344
261.924,894.258,321.565
274.636,893.301,333.081
280.379,897.847,333.081
294.018,888.515,319.651
301.466,881.067,320.369
305.773,879.392,339.302
325.663,869.582,338.584
343.849,854.956,337.627
361.346,845.623,3.2659
383.869,839.163,313.669
380.519,831.984,318.216
397.268,8.2669,333.081
431.785,814.248,347.438
440.638,809.701,359.671
446.142,808.266,356.321
471.536,798.186,345.524
481.346,785.982,346.481
477.039,7.8359,360.868
481.585,781.675,361.585
495.494,775.185,347.199
5.1347,768.724,342.891
528.066,763.221,3.6326
528.305,762.503,378.574
532.373,757.478,363.021
5.4676,754.367,347.677
545.564,751.974,362.303
5.4341,747.637,373.789
543.889,744.287,3.635
545.803,745.962,357.518
544.367,756.521,374.267
534.287,754.846,378.335
549.153,745.962,355.843
553.221,735.673,356.321
557.288,729.213,364.935
562.074,727.059,365.892
553.938,7.4022,375.464
552.263,7.4333,378.814
552.981,735.434,367.567
549.153,729.691,361.825
545.564,727.538,361.346
545.324,727.059,352.223
547.239,728.256,349.591
558.246,728.495,352.463
573.111,719.612,368.764
5.8005,711.476,371.635
587.707,708.365,360.389
6.0353,705.255,3.6326
616.451,700.947,370.917
6.1669,707.647,374.507
597.069,717.697,388.415
588.425,718.176,381.446
5.9348,7.1004,354.138
589.382,711.954,342.652
579.332,708.126,357.278
577.657,7.1028,359.671
577.897,711.715,356.321
577.179,711.476,367.089
578.375,706.212,364.696
5.8005,707.408,361.346
578.136,708.605,364.935
577.179,712.912,3.635
579.093,713.869,362.303
585.793,705.733,3.6015
5.901,702.622,365.175
586.271,702.862,3.7331
595.633,702.862,359.432
599.223,706.451,359.671
594.676,702.383,373.071
600.419,696.162,366.132
602.812,694.936,364.457
601.855,691.346,3.6685
604.965,691.346,365.653
607.597,693.978,365.653
610.469,686.321,369.721
609.751,681.057,3.6996
611.426,680.339,362.064
605.683,691.346,367.328
597.308,7.0334,376.182
6.0664,699.512,377.617
615.494,685.843,377.857
619.113,671.964,370.917
614.297,676.271,364.696
616.212,684.407,348.634
610.708,691.346,348.874
614.537,686.321,354.616
622.702,675.314,361.825
623.659,667.867,369.482
6.3682,660.449,3.5656
636.102,665.474,358.235
6.3012,6.7675,368.764
637.059,683.929,356.082
642.802,681.057,363.739
641.366,677.229,374.028
642.563,6.6667,362.543
637.059,674.118,358.953
620.309,678.186,362.064
619.113,6.7675,352.223
620.788,683.211,3.5342
623.181,674.597,360.628
628.924,667.388,361.107
624.377,6.734,367.328
625.574,672.922,3.5991
628.445,672.922,3.5342
630.359,675.314,372.114
629.881,678.904,378.574
629.163,686.082,351.266
635.623,671.247,343.131
632.752,671.247,365.892
628.684,679.382,373.071
617.408,687.757,355.334
614.058,6.9664,349.113
614.058,701.426,367.567
6.1023,700.947,374.746
607.119,695.175,360.389
614.537,691.825,333.559
615.972,702.383,339.781
6.1023,716.979,4.0325
592.014,720.569,426.251
575.504,712.912,396.072
573.111,723.948,3.4337
564.228,724.188,351.027
548.196,737.109,377.139
534.527,740.698,367.328
521.845,748.834,344.806
515.863,754.846,338.584
500.758,764.178,392.722
474.407,775.903,463.639
457.627,775.903,469.382
4.5356,769.442,428.884
449.731,761.785,389.611
443.031,745.245,384.347
424.337,7.7351,392.722
396.072,811.616,398.943
360.868,826.451,396.551
320.369,854.477,375.942
279.422,905.982,349.831
258.335,922.284,3.2013
225.045,931.855,3.1343
201.565,941.456,344.088
191.276,924.676,374.267
198.694,890.908,376.421
2.0683,872.932,367.328
197.737,874.607,364.218
185.743,882.503,368.285
176.889,888.036,3.6685
157.238,9.2024,359.671
138.814,914.387,3.6685
125.384,913.669,367.807
119.402,905.504,361.346
112.702,899.761,349.831
92.572,906.222,341.695
68.136,917.737,355.573
53.988,911.755,3.8339
36.999,899.522,397.986
8.734,8.9354,380.728
-6.371,905.025,360.868
-19.531,925.394,3.6015
-3.344,924.916,3.6996
-63.619,921.326,364.935
-84.227,915.823,348.156
-97.866,9.1678,331.167
-109.382,920.848,321.087
-121.107,918.934,317.737
-13.669,908.854,308.166
-152.483,906.461,291.386
-166.391,911.277,2.8325
-180.269,914.148,277.268
-19.681,918.455,269.821
-216.939,9.2348,238.445
-238.505,924.916,197.019
-251.904,940.499,190.768
-261.236,948.874,209.462
-266.052,942.174,224.566
-262.194,932.333,223.609
-246.879,929.701,213.051
-229.143,937.628,190.768
-218.614,944.327,186.939
-206.381,949.831,209.222
-190.828,942.653,188.375
-180.269,948.874,128.255
-154.636,952.942,92.572
-1.532,9.5677,78.425
-152.961,958.924,74.596
-141.954,967.568,83.689
-121.585,979.771,78.903
-123.021,984.078,74.596
-128.046,983.839,68.136
-115.843,9.9006,50.877
-1.101,981.207,38.674
-99.541,979.293,46.092
-97.866,976.182,42.981
-95.474,9.702,22.612
-98.345,972.593,14.955
-107.468,980.489,29.791
-100.977,984.557,4.322
-91.167,985.514,41.306
-8.997,985.993,40.588
-8.351,988.146,30.748
-84.706,984.078,22.851
-78.485,978.814,12.562
-73.669,978.096,4.636
-78.245,986.232,9.691
-78.724,989.342,23.091
-69.362,9.8695,8.255
-64.098,987.428,1.286
-52.612,9.836,-5.892
-49.472,982.403,-18.814
-5.333,988.864,-15.942
-56.201,992.722,-9.482
-59.312,987.189,-25.065
-47.557,982.643,-44.686
-4.349,983.839,-42.293
-46.122,982.164,-32.961
-4.684,982.403,-41.575
-48.514,983.121,-44.686
-44.447,985.514,-38.704
-47.557,982.882,-51.894
-41.336,984.078,-61.466
-35.115,982.403,-64.816
-36.072,985.035,-60.269
-42.054,990.808,-45.165
-30.329,984.078,-63.619
-23.868,977.378,-81.595
-26.022,9.8336,-78.485
-29.611,992.962,-68.883
-29.372,997.029,-62.423
-24.826,994.876,-72.981
-2.336,988.385,-84.467
-19.292,975.703,-96.909
-17.139,972.353,-107.468
-20.489,974.746,-97.149
-26.979,981.925,-98.824
-32.004,987.189,-96.909
-25.065,978.814,-109.382
-20.489,971.875,-116.082
-21.924,975.703,-117.757
-19.292,979.053,-122.782
-23.121,981.685,-129.512
-23.121,985.035,-13.334
-14.028,979.532,-141.236
-14.746,974.746,-161.127
-13.071,975.464,-167.348
-15.464,971.875,-169.502
-22.881,966.132,-184.367
-15.942,969.961,-179.312
-996,973.071,-165.673
-11.874,967.089,-185.563
-16.899,967.568,-189.631
-17.617,965.893,-195.853
-14.267,959.402,-198.006
-14.506,959.642,-189.153
-13.071,968.046,-191.545
-14.746,969.243,-19.346
-13.549,965.654,-193.938
-16.899,962.752,-195.135
-22.403,9.6012,-186.521
-19.771,968.286,-170.698
-9.482,9.702,-184.606
-4.457,969.003,-195.613
-5.174,964.696,-175.484
-8.524,965.654,-169.023
-10.439,960.599,-191.067
-11.635,9.5342,-185.085
-20.728,960.838,-165.912
-24.347,966.371,-158.255
-23.868,982.164,-132.144
-22.164,992.962,-1.168
-17.856,9.7355,-140.997
-19.771,960.599,-152.004
-26.261,966.371,-130.469
-27.697,987.428,-72.742
-34.636,1.011.865,-12.832
-29.372,1.015.693,41.785
-8.285,1.001.576,76.511
15.912,989.821,868
35.563,982.164,92.094
54.467,972.353,97.119
68.375,969.482,107.647
69.332,974.268,120.838
59.282,9.836,137.827
50.399,984.796,161.785
54.467,977.378,178.564
62.393,964.218,192.203
54.706,960.599,204.437
44.177,958.445,226.241
42.263,959.642,226.959
48.963,952.942,210.897
54.945,931.855,218.794
54.706,917.259,268.624
48.485,906.461,340.977
31.256,901.197,400.858
23.569,901.915,418.594
32.453,895.933,414.048
50.399,880.589,427.209
49.442,869.103,4.5356
45.374,8.5017,466.989
53.031,837.249,469.143
61.914,829.083,493.579
48.485,824.058,5.3333
32.692,808.505,562.313
28.355,797.229,585.314
39.392,7.8359,608.555
43.938,775.185,628.445
40.828,771.835,636.581
41.067,764.178,638.495
3.676,748.595,631.556
41.545,736.391,634.906
