x,y,z
480.868,278.375,803.061
481.346,276.221,8.0354
4.835,276.221,805.693
485.683,279.811,809.282
489.751,282.443,8.1362
4.835,282.921,814.577
481.346,282.682,798.515
485.205,281.486,7.9684
4.8688,279.332,806.172
488.076,281.486,810.748
487.597,280.529,810.987
491.187,280.289,807.847
484.935,283.639,8.2019
476.082,287.228,796.122
4.768,289.143,795.165
482.543,287.707,801.626
4.8326,284.836,808.565
4.8688,281.486,805.933
491.904,284.357,807.129
486.162,290.339,807.368
481.585,290.578,8.2019
484.696,2.901,802.583
483.978,285.793,798.754
481.585,288.664,794.926
483.021,288.664,8.0354
4.835,292.014,809.761
483.021,295.633,8.1
488.315,2.8675,805.215
481.107,290.818,798.993
477.518,294.437,794.926
4.7991,298.505,799.711
477.757,298.505,804.018
477.039,296.351,801.147
476.082,295.873,797.079
477.278,295.155,794.447
479.671,300.419,795.165
483.739,304.965,809.282
487.837,296.351,818.884
484.457,293.928,808.325
482.543,296.112,798.036
481.825,3.2018,799.951
4.8015,303.051,8.0665
475.603,301.376,799.711
477.518,303.051,794.926
477.039,307.597,793.011
479.193,309.512,791.815
481.346,317.169,807.847
472.732,3.0999,813.141
472.493,2.9994,799.472
471.296,304.487,791.576
475.125,317.886,798.515
4.768,319.801,8.1338
4.7345,311.187,809.522
473.211,308.794,801.147
471.057,313.579,788.465
468.664,327.488,794.447
469.621,326.291,814.337
4.6675,320.519,804.975
466.032,323.181,792.533
466.989,327.009,781.017
468.425,341.605,790.379
472.971,344.955,817.687
475.603,332.034,824.627
473.689,3.3012,816.491
480.628,335.623,807.847
478.714,352.882,817.927
464.836,360.539,814.577
465.314,375.165,8.0665
466.989,374.178,793.251
468.664,3.6676,777.667
474.646,374.417,774.796
481.107,374.925,781.257
4.8999,386.172,807.129
463.639,4.2688,861.984
438.963,410.369,844.038
450.688,3.9335,789.183
445.663,407.976,748.924
440.638,424.726,723.051
454.995,471.446,738.874
452.363,500.908,781.735
408.545,487.268,793.011
3.7666,486.311,777.189
374.267,494.447,745.574
375.464,500.668,713.001
367.567,513.859,705.823
349.591,535.663,742.463
3.2662,572.782,785.354
306.491,613.729,815.534
280.858,601.286,796.122
2.7006,567.996,747.249
275.115,5.6345,700.289
259.053,591.715,685.454
231.745,630.509,689.043
200.369,6.6332,696.461
171.386,682.971,709.891
148.863,703.101,708.455
118.445,7.2347,682.583
97.837,737.827,635.145
98.076,7.5006,577.897
92.812,766.331,548.674
61.196,7.7689,5.1344
23.809,813.769,491.665
-326,854.477,4.8685
-30.568,872.692,442.074
-50.189,8.7676,380.249
-60.269,884.926,345.045
-6.003,900.718,3.3667
-48.993,914.627,337.867
-7.319,931.616,348.634
-95.234,926.591,351.027
-95.713,924.676,331.885
-87.099,922.284,323.001
-7.319,909.572,317.019
-79.681,909.572,314.626
-89.731,906.222,318.694
-87.099,913.909,330.927
-68.405,910.319,3.4002
-63.141,908.615,325.155
-75.105,926.112,308.405
-86.381,938.345,288.275
-88.534,945.285,281.575
-84.706,9.3691,296.889
-87.338,928.744,293.779
-98.106,938.106,2.7655
-99.541,939.063,254.985
-108.425,934.487,232.941
-128.046,935.205,227.438
-139.561,935.683,234.616
-143.868,937.149,239.641
-142.193,942.174,255.942
-142.911,940.738,274.128
-151.765,9.3018,269.103
-160.648,928.026,254.985
-167.827,929.941,246.102
-180.269,932.573,248.495
-177.398,9.3691,267.428
-17.668,950.788,295.214
-176.919,947.677,297.607
-173.809,927.787,271.496
-16.352,917.498,259.532
-152.004,9.3018,2.7679
-144.108,944.567,296.411
-15.993,951.506,291.386
-170.459,938.824,265.274
-160.648,920.609,241.795
-159.212,922.044,237.009
-178.116,940.977,236.531
-207.577,951.027,229.591
-213.829,941.935,213.769
-208.056,9.2683,207.787
-205.902,926.351,222.413
-210.209,932.573,232.223
-221.007,932.094,2.4012
-223.878,9.3353,253.549
-21.335,928.266,258.574
-203.988,934.966,274.606
-211.675,942.653,278.465
-215.743,939.063,264.317
-211.197,925.394,249.721
-215.982,914.387,239.402
-217.896,9.2013,226.002
-229.382,930.419,2.1329
-234.168,942.413,214.487
-225.075,940.499,214.008
-227.707,937.149,1.934
-226.032,9.3353,179.043
-212.871,934.008,180.479
-211.914,947.677,197.498
-224.118,948.395,199.173
-227.946,941.217,187.179
-231.057,928.266,168.245
-23.321,927.548,168.006
-232.971,929.462,1.8335
-24.018,937.388,188.854
-247.837,9.4361,178.086
-241.615,949.592,178.086
-228.186,942.413,185.743
-217.657,939.781,190.529
-205.185,934.726,188.136
-207.338,935.205,182.632
-222.921,950.788,182.393
-234.168,957.967,189.571
-238.265,944.567,183.111
-232.253,928.026,158.435
-235.125,923.959,146.471
-245.683,9.3018,148.863
-250.229,937.628,164.895
-252.622,942.892,1.8
-246.879,9.4361,177.129
-240.419,941.935,165.853
-22.675,943.849,167.288
-217.896,948.635,183.829
-212.632,952.463,187.179
-20.997,9.4672,173.779
-206.142,938.585,148.385
-20.327,937.628,126.341
-211.675,948.635,138.544
-226.511,962.991,155.085
-228.186,960.599,143.839
-211.914,945.763,1.2012
-189.631,937.388,105.015
-187.238,943.131,93.051
-192.981,957.727,98.794
-180.748,973.071,1.1653
-151.765,975.464,143.839
-134.297,967.089,163.938
-108.664,967.328,163.699
-82.552,982.164,2.0324
-80.638,995.115,204.915
-85.902,992.962,191.007
-50.189,965.414,147.906
-16.421,948.874,77.468
-38.225,9.702,57.338
-64.576,995.833,73.639
-57.876,997.747,33.619
-51.416,989.342,-17.617
-6.003,979.293,-37.268
-64.816,977.857,-62.662
-59.791,9.769,-81.595
-49.711,974.507,-90.449
-37.747,974.746,-71.037
-29.372,984.796,-4.014
-31.525,997.747,-41.815
-28.415,997.029,-73.699
-23.121,9.8025,-101.246
-18.814,9.8025,-89.731
-24.108,9.8671,-70.319
-29.133,984.796,-90.688
-25.783,983.121,-112.732
-16.899,979.053,-116.321
-15.703,982.882,-107.228
-17.139,996.312,-63.619
-15.224,994.637,-55.962
-12.832,983.839,-94.038
-12.832,974.746,-108.903
-16.181,974.268,-102.203
-18.335,983.121,-9.332
-25.065,989.821,-8.662
-31.047,988.864,-84.467
-2.674,988.864,-86.859
-21.685,9.8336,-92.363
-24.826,9.8695,-99.811
-31.525,1.001.576,-101.246
-27.218,1.007.318,-83.988
-18.335,998.944,-46.391
-12.353,987.189,-8.285
-8.764,974.746,33.858
-4.217,968.764,61.675
-3.021,966.611,83.689
-2.303,9.6012,112.911
10.409,9.635,133.998
4.905,966.132,164.895
-4.217,965.414,189.332
3.948,953.659,2.0683
21.894,939.303,232.223
33.171,944.567,244.188
17.827,953.899,270.778
9,9.5007,286.361
-1.107,936.401,294.975
9.452,923.959,304.337
12.802,927.787,323.958
7.537,932.573,356.321
10.887,911.994,388.654
18.066,899.522,389.133
18.544,899.043,389.851
10.409,888.515,421.227
11.605,878.674,437.049
17.348,875.324,4.5021
21.655,867.667,470.578
25.723,858.335,474.407
17.827,860.968,473.211
4.905,854.956,489.003
2.243,845.145,515.833
4.905,830.309,518.255
-5.653,817.837,531.177
-12.832,795.554,537.159
-13.071,768.006,523.998
-34.158,736.152,5.9345
-21.446,741.177,663.649
8.973,771.596,648.305
16.152,774.946,634.666
1.328,7.5676,640.648
17.348,736.391,614.058
22.373,727.538,607.119
21.894,724.188,633.948
28.594,708.605,657.428
39.631,687.518,686.411
48.006,6.734,717.787
54.227,664.038,7.2688
5.327,651.835,726.401
5.327,643.938,753.231
60.718,629.312,784.876
64.786,614.447,809.522
7.005,596.262,803.061
75.553,577.807,793.729
75.075,569.193,795.643
76.271,555.284,807.368
77.228,542.602,820.798
82.014,533.958,827.019
87.308,518.405,826.301
90.897,5.0689,827.019
98.794,499.472,835.873
103.101,488.226,844.756
103.101,475.514,853.131
108.844,465.225,861.745
114.138,452.513,858.874
116.052,435.045,854.088
122.513,422.572,873.739
1.3328,407.737,881.396
139.292,397.179,884.028
142.642,391.675,906.072
151.017,372.263,912.294
160.828,356.231,911.097
1.6346,347.109,919.023
164.447,329.402,918.545
162.263,3.1669,920.459
1.6346,310.708,932.423
1.6684,308.554,942.952
168.515,301.137,941.037
165.882,289.621,925.723
165.165,282.204,922.134
168.275,278.375,934.577
167.557,271.197,949.921
169.232,262.313,962.842
171.386,260.399,975.075
164.207,259.681,985.604
169.711,260.399,984.168
169.232,262.313,962.603
154.606,268.564,944.896
143.839,283.878,939.841
1.3663,290.578,938.405
137.856,292.253,942.473
138.335,301.855,953.988
129.452,310.947,963.799
120.359,322.463,9.6667
111.506,337.298,952.314
1.1004,354.317,934.337
108.365,368.913,907.747
101.186,389.522,887.618
88.744,423.051,888.335
78.425,444.616,891.715
77.707,4.602,879.243
75.553,472.882,866.561
75.314,4.8679,8.4667
70.768,507.847,817.927
58.564,531.326,803.779
45.135,555.524,798.754
38.195,573.978,790.619
30.778,591.954,780.778
16.152,614.686,735.763
12.802,637.687,711.566
2.961,659.253,715.633
-6.132,669.811,713.001
-17.139,674.357,695.982
-2.674,686.561,666.281
-28.175,704.297,643.759
-22.164,725.145,636.341
-21.206,745.005,615.255
-34.636,7.6346,605.683
-41.815,771.117,591.536
-35.833,779.043,568.056
-399,784.068,550.349
-42.772,790.529,5.5346
-45.882,800.579,554.656
-47.797,807.548,544.846
-4.325,815.683,544.846
-36.311,817.598,546.281
-40.857,823.101,537.637
-45.643,835.334,529.023
-42.054,842.034,529.262
-37.268,844.427,528.545
-29.133,842.991,507.219
-25.065,842.034,496.212
-32.961,845.384,4.8685
-27.936,849.452,494.537
-24.586,858.335,488.285
-2.001,865.992,467.707
-22.881,869.821,454.277
-19.771,874.128,456.431
-19.771,878.674,455.952
-21.924,879.153,451.406
-22.403,877.478,4.4327
-2.001,878.914,434.387
-20.249,888.754,447.817
-27.697,896.651,449.252
-30.808,889.711,430.319
-31.047,8.8684,409.232
-28.893,892.343,400.618
-29.372,899.761,398.704
-35.115,9.0359,384.108
-38.225,910.559,372.353
-30.808,911.755,369.721
-27.936,911.516,355.573
-31.525,908.136,335.474
-35.354,908.375,322.283
-27.697,912.712,314.866
-15.703,924.437,317.498
-19.292,929.462,319.412
-21.206,922.762,3.1008
-13.071,919.412,2.9354
-7.567,921.326,2.866
-10.199,921.326,297.368
-11.874,925.155,311.994
-12.592,929.223,332.363
-661,932.333,3.4002
-2.064,9.2683,341.695
-5.174,917.976,342.891
-12.353,915.105,347.916
-15.703,921.805,352.223
-24.347,918.694,3.702
-25.304,913.669,403.729
-18.574,910.319,402.533
-15.703,906.461,382.164
-15.224,904.068,376.899
-25.304,898.086,380.489
-38.943,892.343,3.8674
-44.686,889.951,404.208
-45.165,890.429,421.466
-49.711,888.515,423.619
-49.232,880.828,433.669
-44.447,877.717,442.553
-43.968,874.846,443.749
-50.698,864.078,444.706
-50.189,852.084,456.431
-51.894,852.323,4.6002
-51.416,861.685,482.782
-5.333,865.275,506.022
-50.937,850.409,504.108
-44.447,8.3007,503.629
-42.054,822.622,517.298
-37.268,825.972,529.502
-332,8.1664,529.741
-4.349,808.744,539.073
-51.894,798.425,561.835
-4.995,782.393,590.579
-4.325,7.7016,6.1334
-35.833,759.631,623.151
-23.868,744.527,623.899
-24.347,734.477,620.997
-32.483,730.409,631.077
-38.465,729.452,655.274
-28.654,724.666,673.939
-8.524,703.101,684.975
3.709,679.143,6.9335
12.562,6.6667,715.394
29.073,655.903,742.702
41.306,641.516,7.7025
55.663,620.698,771.446
63.829,609.183,769.053
64.546,598.415,781.257
71.964,587.378,795.643
76.271,578.046,805.933
82.014,566.561,810.748
86.351,551.695,807.608
88.983,538.295,805.215
88.505,525.584,811.705
91.137,512.662,821.755
96.401,502.583,835.633
96.401,4.8679,848.824
95.204,473.599,8.6031
102.144,461.157,873.021
105.254,445.573,883.311
105.015,432.652,8.802
111.984,4.1683,8.869
112.941,406.541,892.433
103.579,403.191,889.771
9.999,392.154,891.955
102.383,384.497,896.022
104.058,368.913,906.072
1.0334,348.096,913.251
107.647,335.623,907.986
107.886,336.341,908.465
97.837,329.163,919.263
92.572,315.015,929.313
89.701,307.358,931.705
87.547,294.168,916.601
85.155,278.136,913.969
84.676,275.504,937.448
84.437,268.325,944.148
8.345,2.5657,940.798
85.633,248.913,935.295
85.872,239.791,937.209
78.425,2.2352,941.037
8.345,202.194,954.467
87.069,179.671,964.278
84.676,161.007,9.6667
76.271,149.492,964.995
75.075,135.613,971.725
77.946,118.834,982.014
75.793,106.361,976.989
73.639,98.704,979.622
73.639,89.372,981.536
76.271,78.814,979.143
8.321,62.303,967.149
84.437,4.672,968.345
79.143,35.952,986.561
74.118,27.577,973.879
72.682,1.654,956.142
66.221,7.208,968.824
62.632,-9.571,993.261
6.335,-37.119,984.407
64.546,-51.715,961.406
60.239,-55.334,967.867
56.381,-61.316,981.057
57.846,-76.391,978.186
68.614,-92.931,971.486
68.614,-101.785,973.879
6.335,-108.993,976.272
62.393,-119.521,974.836
59.043,-130.528,9.6691
55.902,-142.523,957.338
55.902,-147.308,949.203
52.074,-152.094,954.706
51.356,-167.198,973.639
46.331,-182.034,967.149
42.503,-19.331,954.467
46.331,-201.924,960.688
42.503,-205.035,971.217
38.913,-210.299,967.867
42.503,-219.661,958.535
45.135,-224.207,964.038
45.852,-223.011,9.7675
46.331,-219.422,983.211
41.545,-213.649,987.279
4.346,-206.231,996.611
55.424,-201.206,1.010.997
62.393,-180.838,1.004.537
0.6,-14.994,990.629
64.307,-119.043,984.407
71.246,-94.367,996.611
78.185,-75.912,1.008.605
8.683,-46.451,999.751
1.0334,-9.571,982.254
122.273,27.817,9.6667
120.359,66.849,979.382
1.3017,107.587,989.193
122.991,147.099,974.836
118.205,168.186,955.903
118.445,190.947,935.773
102.383,2.1344,9.2357
88.983,228.784,913.011
7.675,248.196,913.969
61.914,271.914,932.184
59.043,279.093,928.834
62.871,291.775,910.379
50.877,316.212,907.986
4.011,3.3682,907.508
37.956,355.753,910.858
36.042,3.8019,913.729
41.545,412.044,9.1014
38.195,432.652,902.483
22.373,448.923,891.715
32,458.046,878.764
-14.746,461.635,859.831
-2.336,471.924,842.842
-29.611,491.336,840.449
-38.225,508.325,849.063
-42.293,522.473,843.081
-399,536.142,8.1673
-41.336,549.063,795.883
-50.937,562.971,7.9014
-52.373,581.157,786.311
-54.287,596.979,781.735
-52.134,605.593,7.7336
-50.189,613.011,7.5996
-48.754,619.263,749.641
-44.447,625.245,732.413
-40.379,635.294,721.137
-39.422,652.553,721.616
-38.225,6.6356,7.2018
-31.765,668.106,708.216
-3.009,676.271,6.833
-31.286,692.064,665.564
-37.747,704.297,656.949
-44.207,717.458,655.514
-46.122,734.716,654.557
-43.011,741.895,6.4017
-42.772,742.852,629.402
-48.036,752.692,625.095
-51.176,762.264,629.641
-57.398,762.742,625.813
-57.398,768.963,605.205
-56.441,773.271,587.468
-57.637,7.8024,576.222
-60.269,785.504,562.553
-61.226,787.897,547.956
-63.141,8.001,553.221
-59.791,804.437,544.367
-53.569,807.548,519.691
-54.766,818.794,522.563
-58.834,8.2693,535.005
-56.919,830.788,5.4341
-58.355,832.942,540.509
-54.526,833.899,521.605
-44.686,843.231,509.851
-42.054,847.777,514.158
-41.097,8.4347,515.593
-36.311,842.274,509.851
-32.004,852.563,500.758
-29.133,859.771,489.003
-30.568,858.814,478.714
-31.286,857.618,468.664
-332,860.728,470.339
-31.765,866.471,4.7345
-29.133,868.146,467.707
-29.611,866.471,458.106
-34.158,867.428,4.3992
-38.465,878.914,418.116
-42.054,8.9354,409.741
-4.684,903.829,408.036
-46.122,902.393,3.999
-44.925,9.0335,392.961
-45.404,905.743,387.936
-46.361,903.111,390.568
-48.514,899.043,389.851
-44.925,900.718,373.071
-43.968,908.615,354.138
-45.165,918.934,343.849
-40.379,921.805,335.713
-37.986,928.266,333.081
-466,936.401,331.406
-50.189,932.573,322.283
-37.986,918.934,309.841
-53.569,928.026,305.294
-71.515,941.935,302.423
-81.356,951.267,2.9019
-91.167,961.795,2.8325
-90.209,971.875,274.367
-84.467,967.089,257.378
-81.117,958.924,2.3342
-71.515,968.286,226.481
-53.091,975.943,2.4012
-37.268,975.225,255.942
-19.531,9.7666,255.464
-8.285,971.157,248.764
19.741,954.856,231.266
52.313,9.3691,215.204
72.682,922.523,215.922
81.296,924.198,222.652
85.394,932.094,223.609
87.787,946.481,211.615
103.579,964.696,185.504
111.984,971.636,159.631
103.101,981.446,185.025
114.377,9.8336,218.076
137.617,976.182,188.375
145.274,961.316,161.306
1.5676,962.991,171.625
187.657,974.507,160.588
216.401,974.028,143.121
226.959,955.574,135.194
226.241,931.616,135.912
231.745,898.804,139.262
221.934,896.651,150.299
235.813,940.977,162.742
263.599,969.721,1.6346
300.269,9.4361,162.503
324.467,891.147,136.391
332.602,855.673,111.954
360.868,857.857,121.555
392.004,871.974,184.786
425.294,846.341,249.721
477.518,779.522,274.606
511.526,721.526,278.943
5.5346,703.819,305.055
598.026,683.929,331.885
625.095,636.252,334.517
626.291,601.765,342.891
632.513,589.322,332.124
660.778,595.304,335.952
712.523,581.157,378.096
7.5996,541.885,412.373
7.6331,507.129,423.859
745.813,491.815,437.288
770.489,505.693,389.372
828.216,485.354,352.463
862.493,447.966,369.003
863.689,427.597,401.097
885.703,414.198,402.772
9.2357,392.872,401.097
938.405,374.925,3.999
935.055,387.847,410.698
9.2668,407.498,417.637
908.944,406.301,394.158
893.151,400.289,367.567
868.236,407.976,356.321
837.099,434.327,351.745
809.552,4.7336,388.654
791.097,474.557,405.643
775.992,453.948,334.038
764.507,4.9349,334.756
757.807,562.971,492.622
736.481,502.104,495.972
717.787,4.6666,393.201
709.173,528.455,395.593
680.429,589.562,499.801
665.085,5.4332,481.107
660.778,526.301,391.765
6.4328,557.916,334.277
636.102,640.798,435.105
606.401,678.904,571.197
577.418,6.2333,535.245
573.829,6.0344,421.705
565.454,6.6021,410.937
536.441,731.845,514.158
507.697,698.076,528.305
490.469,661.885,458.345
475.125,681.536,398.465
443.031,749.342,437.288
407.348,797.229,488.525
389.611,801.297,4.8015
381.476,791.486,4.3681
357.757,798.904,411.895
336.431,822.144,421.705
318.455,839.402,441.117
304.098,829.322,450.688
298.355,804.676,441.356
294.257,7.934,420.269
261.207,816.401,417.877
214.726,853.759,443.031
175.693,8.7006,455.952
168.036,869.582,444.228
155.563,864.557,408.036
136.391,868.385,379.532
117.488,888.036,3.8001
98.554,905.982,387.219
88.265,913.191,369.482
78.664,918.934,355.843
60.957,919.652,363.978
44.895,907.657,367.328
29.312,901.675,372.114
16.152,908.136,395.593
14.716,908.854,410.459
-35,906.461,406.361
-25.543,895.215,396.072
-30.329,890.668,384.586
-34.875,902.393,386.501
-47.318,911.037,395.833
-60.748,913.669,4.0325
-60.748,898.325,391.765
-55.962,885.165,372.832
-57.398,887.797,361.585
-67.448,901.436,367.328
-79.681,916.541,382.672
-79.442,923.241,387.219
-82.313,923.001,369.242
-87.099,917.498,351.506
-82.792,911.037,346.002
-83.988,914.866,345.284
-9.332,919.173,348.874
-92.363,925.634,352.463
-100.259,923.001,347.916
-107.707,910.559,331.885
-111.296,905.504,317.498
-120.628,9.1678,3.1008
-129.242,925.634,2.9665
-129.003,928.744,290.668
-126.132,932.333,303.619
-129.721,933.291,331.885
-124.935,928.744,349.591
-118.953,923.719,344.566
-1.168,918.694,329.731
-116.321,922.284,323.001
-119.432,934.726,332.363
-132.144,944.088,322.523
-123.739,943.131,291.625
-109.621,928.026,277.747
-12.015,923.241,312.951
-13.669,933.051,356.082
-129.482,929.701,357.039
-110.818,928.266,3.3667
-119.432,928.983,325.873
-141.715,910.559,312.473
-151.525,9.0335,2.866
-154.636,9.0335,263.599
-16.017,901.675,266.231
-169.502,910.798,307.687
-168.784,929.462,368.764
-160.887,937.149,363.978
-153.918,930.419,312.473
-143.868,908.136,292.104
-121.825,899.043,299.761
-12.996,927.548,346.241
-162.802,949.592,329.013
-172.852,945.524,293.061
-164.477,932.812,2.799
-161.127,939.303,2.5331
-137.169,938.106,215.204
-117.996,938.585,230.309
-122.782,941.217,274.367
-139.801,947.438,318.933
-151.525,952.702,332.124
-13.669,906.461,299.522
-125.892,858.575,241.077
-194.417,929.223,184.546
-208.535,971.875,163.938
-189.631,9.702,167.288
-17.668,952.224,209.701
-163.041,9.2348,228.634
-164.955,896.651,2.2337
-185.563,904.068,245.145
-200.399,905.982,262.881
-233.928,905.265,289.472
-248.076,913.669,287.318
-234.885,921.326,227.916
-261.715,911.994,258.574
-302.692,887.558,358.953
-304.846,8.9019,381.685
-305.324,891.865,367.807
-316.331,871.974,412.373
-306.042,882.264,461.217
-303.171,8.8011,421.466
-314.656,868.624,377.857
-336.221,857.139,378.335
-35.324,837.009,373.789
-379.591,822.383,333.799
-412.164,806.351,289.232
-431.815,784.068,292.104
-427.029,762.742,279.183
-43.349,740.938,226.002
-482.363,739.502,226.959
-541.526,807.787,301.436
-555.643,823.819,275.833
-54.344,778.325,215.922
-525.225,753.889,216.879
-51.685,755.085,248.255
-524.267,768.485,301.914
-537.936,756.999,3.4672
-527.378,728.734,3.4337
-490.259,696.162,269.821
-492.892,690.628,247.298
-53.001,693.978,315.823
-554.925,670.529,375.942
-57.003,648.724,346.002
-599.492,6.3673,279.661
-657.936,679.861,323.719
-694.367,691.586,339.063
-708.724,6.4346,310.798
-71.686,624.287,3.2683
-707.767,610.618,309.362
-710.878,5.7326,308.405
-747.069,580.439,397.029
-751.855,559.591,386.979
-731.247,502.583,298.804
-735.793,494.925,299.043
-784.906,514.577,2.9019
-819.631,513.619,273.888
-829.711,4.7671,287.797
-799.023,412.044,237.009
-776.052,359.103,210.897
-83.354,382.104,293.779
-903.949,422.333,323.958
-915.943,4.1013,256.182
-921.207,3.8689,236.052
-941.336,393.111,292.343
-928.385,370.349,292.104
-880.499,316.451,239.163
-845.265,281.725,231.027
-854.866,294.915,259.292
-86.683,292.253,2.4347
-869.941,265.424,235.334
-886.481,257.288,251.157
-88.026,232.612,239.641
-870.658,204.586,2.502
-877.119,188.076,251.157
-908.046,193.579,240.359
-935.833,203.151,229.591
-927.907,167.946,2.0324
-9.236,145.185,191.246
-915.225,138.485,167.767
-903.949,1.0325,152.692
-953.301,115.244,189.571
-1.000.978,130.319,197.976
-1.003.131,102.772,184.546
-976.541,57.039,1.934
-965.534,38.106,197.258
-964.577,30.688,191.246
-977.019,37.866,208.026
-974.148,21.087,202.044
-953.779,-11.964,169.472
-962.184,-21.775,170.668
-979.652,-10.528,168.754
-97.008,-22.971,147.906
-941.815,-57.248,130.648
-937.986,-81.206,130.887
-944.686,-84.796,145.514
-953.779,-71.845,148.624
-958.086,-60.359,141.416
-971.037,-58.923,149.103
-97.343,-72.323,162.024
-954.018,-95.324,139.741
-951.386,-97.478,104.058
-979.652,-85.035,109.083
-99.667,-90.538,141.177
-985.634,-120.718,154.846
-956.172,-14.324,141.416
-942.294,-137.019,139.262
-948.993,-128.136,160.828
-949.711,-135.583,157.238
-949.711,-136.062,141.416
-950.668,-129.332,139.502
-952.343,-122.871,145.514
-953.301,-117.607,154.367
-944.447,-120.239,159.153
-928.146,-113.779,158.674
-9.169,-111.147,1.6322
-906.102,-1.267,131.605
-90.012,-143.001,112.672
-918.814,-138.933,168.515
-935.354,-143.001,188.854
-955.693,-13.678,166.331
-967.448,-127.179,149.103
-962.663,-144.197,151.735
-94.684,-15.999,164.178
-941.576,-156.879,178.086
-926.471,-166.481,1.6657
-915.464,-171.984,1.5341
-927.907,-160.738,170.907
-935.354,-16.337,178.804
-933.679,-180.838,169.232
-919.771,-195.942,155.563
-909.961,-194.985,1.6346
-924.796,-186.341,185.504
-945.644,-184.666,185.504
-937.029,-209.342,185.743
-936.312,-204.796,205.394
-924.796,-208.385,190.768
-902.034,-225.882,181.196
-917.618,-227.318,178.804
-938.465,-235.932,145.753
-927.189,-257.258,131.366
-915.225,-27.332,1.6322
-913.071,-274.038,178.804
-909.721,-264.915,157.717
-911.157,-266.351,156.281
-909.961,-278.106,182.871
-908.525,-282.652,200.848
-915.464,-281.216,217.119
-9.102,-282.174,198.215
-893.181,-285.524,168.515
-901.795,-283.131,191.964
-898.924,-301.825,177.847
-885.524,-313.789,142.164
-893.899,-304.457,159.631
-912.832,-304.935,183.111
-916.182,-328.415,176.172
-901.556,-344.925,172.582
-894.138,-328.654,1.9005
-891.745,-324.586,194.596
-888.874,-331.286,187.179
-882.413,-342.293,196.062
-883.131,-338.225,183.111
-887.677,-32.674,182.632
-882.652,-333.918,197.258
-880.499,-336.311,189.332
-884.327,-337.508,191.007
-882.652,-3.399,193.878
-876.641,-333.918,188.614
-876.401,-343.011,200.369
-875.205,-344.447,197.019
-876.162,-335.833,191.246
-871.855,-341.336,189.332
-876.401,-349.262,190.529
-88.672,-350.698,203.001
-879.512,-358.834,189.811
-867.309,-368.166,177.129
-869.223,-366.012,193.161
-866.112,-367.687,195.583
-873.769,-362.184,1.9654
-880.499,-364.098,194.118
-873.291,-378.963,183.111
-863.241,-378.963,191.725
-858.216,-374.656,215.683
-858.934,-367.687,205.155
-85.678,-371.276,193.639
-858.216,-378.006,198.933
-861.566,-383.749,2.0348
-851.964,-389.013,199.651
-844.068,-392.602,181.675
-85.005,-399.542,189.811
-860.609,-40.002,195.823
-858.216,-4.034,182.154
-85.005,-409.861,190.768
-842.393,-4.168,197.976
-842.154,-43.023,191.486
-844.307,-433.101,183.829
-84.335,-438.844,187.896
-840.479,-443.629,200.369
-827.558,-445.544,203.001
-812.214,-437.647,211.615
-810.778,-445.544,217.358
-826.601,-457.059,214.008
-837.368,-466.391,197.737
-833.779,-470.459,185.743
-815.085,-48.003,190.768
-798.545,-483.889,206.351
-805.992,-491.306,213.769
-817.478,-495.135,208.983
-808.624,-497.528,211.855
-791.366,-484.367,216.879
-784.666,-487.478,214.965
-805.275,-501.835,209.462
-82.011,-5.167,206.351
-814.128,-517.418,211.376
-789.931,-510.479,217.119
-777.966,-511.436,218.554
-782.274,-509.522,221.187
-788.734,-509.761,227.199
-791.606,-512.632,2.2337
-787.059,-515.982,221.426
-78.347,-511.914,224.327
-782.034,-511.197,223.609
-78.682,-515.264,222.891
-787.059,-5.234,223.609
-784.427,-522.921,220.469
-777.727,-517.897,220.229
-782.513,-521.964,220.708
-787.538,-532.493,219.751
-781.077,-534.646,220.469
-779.402,-529.382,223.131
-787.298,-524.357,223.131
-790.409,-526.511,219.272
-789.213,-521.486,218.076
-792.323,-51.335,218.076
-813.889,-510.718,212.094
-857.259,-497.288,217.597
-867.787,-499.442,2.3342
-859.891,-500.399,229.352
-862.044,-486.042,214.008
-869.223,-448.894,2.1664
-85.678,-447.936,210.658
-865.633,-429.272,236.291
-912.593,-381.117,261.924
-909.961,-38.662,197.498
-874.248,-367.687,2.2013
-858.934,-33.344,279.661
-885.045,-295.843,3.6685
-918.335,-217.508,332.363
-892.942,-207.906,149.342
-887.438,-243.141,1.6681
-906.581,-195.224,341.456
-947.797,-95.324,338.345
-950.429,-66.102,273.649
-922.882,-6.323,217.597
-920.728,-28.983,212.572
-919.532,-17.946,302.662
-905.624,-5.025,313.908
-91.666,37.866,257.617
-928.864,71.396,269.103
-92.025,88.415,291.147
-908.286,103.011,269.342
-913.071,128.166,288.993
-912.114,1.634,307.448
-892.463,187.597,284.208
-882.652,1.9669,260.967
-888.156,227.827,2.8684
-892.224,252.742,305.294
-89.031,272.393,332.124
-881.456,302.812,309.601
-861.566,313.101,269.581
-852.922,313.819,263.121
-859.173,330.598,258.096
-875.444,359.342,269.581
-879.512,372.981,269.342
-880.977,382.343,277.268
-867.787,4.0678,271.735
-840.479,435.524,2.4682
-808.385,461.635,2.5666
-775.334,473.121,308.884
-753.051,491.575,355.334
-736.032,511.466,362.782
-708.485,519.601,327.308
-701.306,5.3997,291.147
-731.486,567.278,314.626
